fpr,tpr
0.0,0.0
0.002613073050762787,0.025630011454753722
0.002613073050762787,0.02720504009163803
0.002613073050762787,0.028350515463917526
0.0026515005956269455,0.02949599083619702
0.0026515005956269455,0.04109392898052692
0.0027283556853552626,0.04152348224513173
0.0027283556853552626,0.042382588774341354
0.002882065864811897,0.04639175257731959
0.002920493409676056,0.05154639175257732
0.003112631133996849,0.05441008018327606
0.003227913768589325,0.06099656357388316
0.0033047688583176422,0.06242840778923253
0.0033047688583176422,0.06743986254295532
0.0033047688583176422,0.06758304696449026
0.0033816239480459593,0.06858533791523483
0.0033816239480459593,0.06930126002290951
0.003420051492910118,0.07016036655211913
0.0035353341275025938,0.07216494845360824
0.0059946969988087465,0.11440435280641466
0.006033124543672904,0.11583619702176404
0.006148407178265381,0.11640893470790378
0.0066095377166352845,0.13058419243986255
0.006647965261499443,0.13201603665521192
0.006647965261499443,0.13215922107674685
0.006647965261499443,0.13330469644902634
0.0069169580755485535,0.14261168384879724
0.007109095799869346,0.14375715922107674
0.00841563232525074,0.17096219931271478
0.008454059870114898,0.17110538373424972
0.012527379625715714,0.2558705612829324
0.012681089805172347,0.2593069873997709
0.012719517350036506,0.2618843069873998
0.012988510164085617,0.26446162657502864
0.012988510164085617,0.2650343642611684
0.014179764054874535,0.2879438717067583
0.014525611958651962,0.2893757159221077
0.014679322138108596,0.2912371134020619
0.014679322138108596,0.29223940435280643
0.014679322138108596,0.2925257731958763
0.014717749682972755,0.29381443298969073
0.014756177227836913,0.29538946162657503
0.01483303231756523,0.29538946162657503
0.015025170041886023,0.2965349369988545
0.015371017945663451,0.30168957617411224
0.01710025746455059,0.3162943871706758
0.01717711255427891,0.3170103092783505
0.017253967644007225,0.3172966781214204
0.017446105368328017,0.3172966781214204
0.017599815547784652,0.31844215349369986
0.01771509818237713,0.3194444444444444
0.017907235906697922,0.32030355097365404
0.02021288859854744,0.33605383734249716
0.021135149675287245,0.34106529209621994
0.021135149675287245,0.3413516609392898
0.02128885985474388,0.34149484536082475
0.02159628021365715,0.343213058419244
0.022095838296891213,0.3483676975945017
0.02267225146985359,0.35137457044673537
0.023056526918495177,0.3529495990836197
0.029858202359451254,0.395475372279496
0.030165622718364524,0.3983390607101947
0.030665180801598586,0.39991408934707906
0.03085731852591938,0.40063001145475374
0.03147215924374592,0.4036368843069874
0.03174115205779503,0.4063573883161512
0.03220228259616493,0.4079324169530355
0.032471275410214044,0.40850515463917525
0.032624985589670676,0.4086483390607102
0.032893978403719784,0.4115120274914089
0.03343196403181801,0.41537800687285226
0.033508819121546324,0.415950744558992
0.03377781193559543,0.4175257731958763
0.03389309457018791,0.41809851088201605
0.03435422510855782,0.4202462772050401
0.034930638281520196,0.42353951890034364
0.03531491373016178,0.4261168384879725
0.03562233408907505,0.43041237113402064
0.03562233408907505,0.43170103092783507
0.03619874726203743,0.4357101947308133
0.03646774007608654,0.43599656357388317
0.036583022710679015,0.43628293241695304
0.036890443069592285,0.43757159221076747
0.039003958037121006,0.4536082474226804
0.040502632286823194,0.4630584192439863
0.04134803827383469,0.46649484536082475
0.04165545863274795,0.4666380297823597
0.04200130653652538,0.4677835051546392
0.04203973408138954,0.4677835051546392
0.0443069592283749,0.48124284077892326
0.04442224186296737,0.48152920962199314
0.04469123467701649,0.4825315005727377
0.04511393767052223,0.4845360824742268
0.04569035084348461,0.4881156930126002
0.045882488567805406,0.4904066437571592
0.04680474964454521,0.4949885452462772
0.046996887368866,0.49556128293241697
0.04711217000345848,0.4964203894616266
0.04822656880451908,0.5058705612829324
0.04849556161856819,0.5061569301260023
0.049187257426123045,0.5095933562428407
0.05007109095799869,0.5117411225658648
0.050532221496368594,0.5140320733104238
0.05095492448987434,0.5153207331042382
