fpr,tpr
0.0,0.0
0.0,0.000143184421534937
0.0,0.000572737686139748
7.685508972831726e-05,0.000572737686139748
7.685508972831726e-05,0.0007159221076746849
0.00011528263459247588,0.001288659793814433
0.00011528263459247588,0.001718213058419244
0.00011528263459247588,0.002147766323024055
0.00011528263459247588,0.002434135166093929
0.00011528263459247588,0.002577319587628866
0.00015371017945663452,0.002577319587628866
0.00015371017945663452,0.002720504009163803
0.00015371017945663452,0.003006872852233677
0.00015371017945663452,0.003579610538373425
0.00015371017945663452,0.004152348224513173
0.00015371017945663452,0.004725085910652921
0.00015371017945663452,0.005011454753722795
0.00015371017945663452,0.0057273768613974796
0.00015371017945663452,0.006443298969072165
0.00015371017945663452,0.006729667812142039
0.00015371017945663452,0.007588774341351661
0.00019213772432079314,0.007588774341351661
0.00019213772432079314,0.007731958762886598
0.00023056526918495177,0.007731958762886598
0.00023056526918495177,0.009306987399770905
0.00023056526918495177,0.00959335624284078
0.00023056526918495177,0.01102520045819015
0.0002689928140491104,0.011168384879725086
0.0002689928140491104,0.011454753722794959
0.00030742035891326904,0.011741122565864834
0.00030742035891326904,0.013029782359679267
0.00030742035891326904,0.01331615120274914
0.00030742035891326904,0.013888888888888888
0.00030742035891326904,0.014175257731958763
0.00030742035891326904,0.0143184421534937
0.00034584790377742766,0.0143184421534937
0.00034584790377742766,0.01474799541809851
0.00034584790377742766,0.015177548682703322
0.00034584790377742766,0.017754868270332187
0.0003842754486415863,0.02190721649484536
0.0003842754486415863,0.022336769759450172
0.0003842754486415863,0.023625429553264604
0.0003842754486415863,0.023911798396334477
0.0003842754486415863,0.025486827033218785
0.0003842754486415863,0.02577319587628866
0.0003842754486415863,0.026918671248568157
0.0004227029935057449,0.02720504009163803
0.0004227029935057449,0.0286368843069874
0.0004227029935057449,0.028923253150057275
0.0004227029935057449,0.030211912943871707
0.00046113053836990353,0.030211912943871707
0.00046113053836990353,0.0325028636884307
0.00046113053836990353,0.0352233676975945
0.00046113053836990353,0.035509736540664374
0.00046113053836990353,0.03579610538373425
0.00046113053836990353,0.037800687285223365
0.0004995580832340622,0.039375715922107674
0.0004995580832340622,0.04052119129438717
0.0005764131729623795,0.043528064146620846
0.0006148407178265381,0.04710767468499427
0.0006148407178265381,0.04725085910652921
0.0006532682626906967,0.04725085910652921
0.0006532682626906967,0.047823596792668954
0.0006916958075548553,0.047823596792668954
0.0006916958075548553,0.048539518900343644
0.0006916958075548553,0.04882588774341352
0.0006916958075548553,0.04939862542955326
0.0006916958075548553,0.049684994272623136
0.0006916958075548553,0.049971363115693015
0.000730123352419014,0.05011454753722795
0.000730123352419014,0.051260022909507444
0.0007685508972831726,0.051260022909507444
0.0007685508972831726,0.05154639175257732
0.0007685508972831726,0.052262313860252006
0.0008069784421473312,0.052262313860252006
0.0008069784421473312,0.05240549828178694
0.0008454059870114898,0.05240549828178694
0.0008454059870114898,0.05254868270332188
0.0008454059870114898,0.05283505154639175
0.0008454059870114898,0.053121420389461625
0.0008454059870114898,0.0534077892325315
0.0008454059870114898,0.053550973654066435
0.0008838335318756484,0.053550973654066435
0.0008838335318756484,0.054982817869415807
0.0009606886216039657,0.054982817869415807
0.0009606886216039657,0.05526918671248568
0.0009606886216039657,0.05584192439862543
0.0009606886216039657,0.056128293241695305
0.0009606886216039657,0.0572737686139748
0.0009606886216039657,0.05784650630011455
0.0009606886216039657,0.05870561282932417
0.0009991161664681244,0.058848797250859106
0.0009991161664681244,0.05899198167239404
0.0009991161664681244,0.059278350515463915
0.0009991161664681244,0.05985108820160367
0.001037543711332283,0.059994272623138604
0.001037543711332283,0.060423825887743414
0.0010759712561964417,0.06300114547537228
0.0010759712561964417,0.06328751431844215
0.0011143988010606002,0.06328751431844215
0.0011143988010606002,0.06486254295532647
0.001152826345924759,0.0650057273768614
0.001152826345924759,0.06586483390607102
0.001152826345924759,0.0661512027491409
0.001152826345924759,0.0665807560137457
0.001152826345924759,0.06686712485681558
0.0011912538907889174,0.06701030927835051
0.0011912538907889174,0.06915807560137457
0.0012296814356530762,0.06930126002290951
0.0012296814356530762,0.06973081328751432
0.0012296814356530762,0.0700171821305842
0.0012296814356530762,0.070446735395189
0.0012681089805172347,0.0720217640320733
0.0013065365253813934,0.0720217640320733
0.0013065365253813934,0.07259450171821306
0.001344964070245552,0.07259450171821306
0.001344964070245552,0.07416953035509737
0.001344964070245552,0.07459908361970218
0.001344964070245552,0.0754581901489118
0.0013833916151097107,0.07560137457044673
0.0013833916151097107,0.0758877434135166
0.0014218191599738692,0.07603092783505154
0.0014218191599738692,0.07631729667812143
0.0014218191599738692,0.07674684994272624
0.0014218191599738692,0.07789232531500573
0.0014218191599738692,0.07803550973654066
0.0014218191599738692,0.07846506300114547
0.0014218191599738692,0.07860824742268041
0.0014218191599738692,0.08018327605956473
