mean_fit_time,std_fit_time,mean_score_time,std_score_time,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
0.23215540250142416,0.008018596632585084,0.016291220982869465,0.0006637443735940796,{},0.8337385534776978,0.8333522688540981,0.8357154218455316,0.8342687480591092,0.0010350371123294083,1
