mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__max_depth,param_model__min_samples_leaf,param_model__min_samples_split,param_model__n_estimators,param_reduce_dim,param_reduce_dim__n_components,params,split0_test_score,split1_test_score,split2_test_score,mean_test_score,std_test_score,rank_test_score
69.31772136688232,5.616621585097593,0.724788506825765,0.09064734763681707,10,1,5,300,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8816092731409582,0.8827590743359275,0.889150465922899,0.8845062711332616,0.0033173201664456133,38
64.4542411963145,5.300138866133859,0.6556640466054281,0.09163742765442474,10,1,5,300,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8823488154991662,0.8827996269892512,0.8896592197676477,0.8849358874186883,0.003344967275270172,4
0.30598942438761395,0.057948377498409746,0.0,0.0,10,1,5,300,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.33902907371520996,0.0496951994524985,0.0,0.0,10,1,5,300,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.30871955553690594,0.052141737291091755,0.0,0.0,10,1,5,300,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 5, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
15.337947050730387,1.2086348748100204,0.24807047843933105,0.028297900250296364,10,1,10,100,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8172433930233725,0.822211426545191,0.8288286477697554,0.8227611557794395,0.004745607341383387,238
21.07486867904663,0.25452642480651694,0.22196316719055176,0.010738594451028961,10,1,10,100,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8817801343679554,0.8825298640231233,0.8887981814947934,0.8843693932952906,0.0031465480902093577,46
21.913392305374146,1.6558937430017486,0.2518765926361084,0.028872054525552693,10,1,10,100,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8820712576956107,0.8824731088786606,0.8891439807933954,0.8845627824558889,0.003243547928735752,31
0.26968153317769367,0.006470660694584439,0.0,0.0,10,1,10,100,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.288238525390625,0.033351801648988835,0.0,0.0,10,1,10,100,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.2603286902109782,0.002236540854096219,0.0,0.0,10,1,10,100,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 100, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
28.67457087834676,0.7337162844886461,0.46337326367696124,0.06212370966549431,10,1,10,200,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8176912812559827,0.821776839211467,0.8293123895330685,0.8229268366668393,0.004813481761847687,235
41.549784421920776,0.998110290330087,0.5004076162974039,0.050621230045484925,10,1,10,200,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8818297786770042,0.8827515766215466,0.888933216405618,0.8845048572347229,0.0031538549504247834,40
45.33072018623352,3.7061083655284723,0.4891636371612549,0.05905070925043981,10,1,10,200,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8822661502965239,0.8828739000133408,0.8892979279573323,0.884812659422399,0.003181253977330318,16
0.3806479771931966,0.0037452357989970495,0.0,0.0,10,1,10,200,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.3831477165222168,0.0012784603282243625,0.0,0.0,10,1,10,200,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.26537036895751953,0.004805807200243184,0.0,0.0,10,1,10,200,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 200, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
40.38003627459208,0.3762428987427525,0.6156114737192789,0.005998948898175404,10,1,10,300,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8177179480494219,0.8222495542411492,0.8297484173931972,0.8232386398945893,0.0049609653617187655,221
66.59871896107991,4.542950468861733,0.666109561920166,0.08527376420449237,10,1,10,300,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8816911258977697,0.8826867449917681,0.8891395738144342,0.8845058149013241,0.003301676906634444,39
63.27696919441223,5.641082934344352,0.6447804768880209,0.09248547727217517,10,1,10,300,PCA(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': PCA(), 'reduce_dim__n_components': 'mle'}",0.8822762478375632,0.8829178092285824,0.8896444730999861,0.8849461767220439,0.0033325057535184147,3
0.27286092440287274,0.008207235521133447,0.0,0.0,10,1,10,300,LatentDirichletAllocation(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 5}",,,,,,244
0.2666340668996175,0.0011140138716939404,0.0,0.0,10,1,10,300,LatentDirichletAllocation(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 10}",,,,,,244
0.2842726707458496,0.013478830580760548,0.0,0.0,10,1,10,300,LatentDirichletAllocation(),mle,"{'model__max_depth': 10, 'model__min_samples_leaf': 1, 'model__min_samples_split': 10, 'model__n_estimators': 300, 'reduce_dim': LatentDirichletAllocation(), 'reduce_dim__n_components': 'mle'}",,,,,,244
14.988613923390707,1.2470621605790913,0.24866398175557455,0.03344466587427907,10,2,2,100,PCA(),5,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 5}",0.8176612068326019,0.8213040978740153,0.8291215153515998,0.8226956066860723,0.0047809964385525676,239
21.78658922513326,2.0327531486115475,0.24620183308919272,0.03022417673456079,10,2,2,100,PCA(),10,"{'model__max_depth': 10, 'model__min_samples_leaf': 2, 'model__min_samples_split': 2, 'model__n_estimators': 100, 'reduce_dim': PCA(), 'reduce_dim__n_components': 10}",0.8810234006559685,0.8825687484543412,0.8888958870655687,0.8841626787252927,0.003405825484746844,54
